Customer_ID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment
CUST_02404,5,1,433.06,4,2,3,423,Regular
CUST_02405,323,1,6481.68,2,2,4,224,Regular
CUST_02406,425,1,744.32,1,2,3,123,At Risk
CUST_02407,123,1,1701.71,3,2,4,324,Regular
CUST_02408,205,1,38.08,3,2,1,321,Regular
CUST_02409,4,1,82.64,4,2,1,421,Regular
CUST_02410,261,1,705.13,2,2,3,223,Regular
CUST_02411,168,1,54.330000000000005,3,2,1,321,Regular
CUST_02412,399,1,417.48,1,2,3,123,At Risk
CUST_02413,87,1,103.66,4,2,1,421,Regular
CUST_02414,18,1,88.5,4,2,1,421,Regular
CUST_02415,187,1,4578.08,3,2,4,324,Regular
CUST_02416,16,1,108.43,4,2,1,421,Regular
CUST_02417,388,1,37.94,1,2,1,121,At Risk
CUST_02418,306,1,121.07,2,2,1,221,Regular
CUST_02419,409,1,474.19000000000005,1,2,3,123,At Risk
CUST_02420,61,1,5243.35,4,2,4,424,Regular
CUST_02421,369,1,3680.26,1,2,4,124,At Risk
CUST_02422,312,1,81.05,2,2,1,221,Regular
CUST_02423,221,1,73.74,3,2,1,321,Regular
CUST_02424,189,1,1777.91,3,2,4,324,Regular
CUST_02425,376,1,2174.71,1,2,4,124,At Risk
CUST_02426,26,1,236.3,4,2,2,422,Regular
CUST_02427,228,1,775.3499999999999,2,2,3,223,Regular
CUST_02428,405,1,31.879999999999995,1,2,1,121,At Risk
CUST_02429,338,1,108.60000000000001,1,2,1,121,At Risk
CUST_02430,33,1,104.0,4,2,1,421,Regular
CUST_02431,221,1,125.91000000000001,3,2,2,322,Regular
CUST_02432,273,1,205.83,2,2,2,222,Regular
CUST_02433,438,1,132.56,1,2,2,122,At Risk
CUST_02434,239,1,570.5999999999999,2,2,3,223,Regular
CUST_02435,424,1,67.73,1,2,1,121,At Risk
CUST_02436,249,1,69.24000000000001,2,2,1,221,Regular
CUST_02437,194,1,74.18,3,2,1,321,Regular
CUST_02438,260,1,20.93,2,2,1,221,Regular
CUST_02439,331,1,1197.72,2,2,4,224,Regular
CUST_02440,254,1,4134.0,2,2,4,224,Regular
CUST_02441,410,1,1045.3600000000001,1,2,4,124,At Risk
CUST_02442,260,1,115.89,2,2,1,221,Regular
CUST_02443,337,1,486.6,1,2,3,123,At Risk
CUST_02444,437,1,116.80999999999999,1,2,1,121,At Risk
CUST_02445,288,1,349.40999999999997,2,2,3,223,Regular
CUST_02446,401,1,75.73,1,2,1,121,At Risk
CUST_02447,22,1,2212.05,4,2,4,424,Regular
CUST_02448,86,1,758.68,4,2,3,423,Regular
CUST_02449,119,1,2155.88,3,2,4,324,Regular
CUST_02450,280,1,109.46,2,2,1,221,Regular
CUST_02451,46,1,1611.84,4,2,4,424,Regular
CUST_02452,377,1,1296.24,1,2,4,124,At Risk
CUST_02453,381,1,39.11,1,2,1,121,At Risk
CUST_02454,432,1,134.9,1,2,2,122,At Risk
CUST_02455,305,1,68.31,2,2,1,221,Regular
CUST_02456,27,1,1423.55,4,2,4,424,Regular
CUST_02457,210,1,757.71,3,2,3,323,Regular
CUST_02458,95,1,1318.94,4,2,4,424,Regular
CUST_02459,26,1,77.36,4,2,1,421,Regular
CUST_02460,380,1,139.62,1,2,2,122,At Risk
CUST_02461,63,1,250.80999999999997,4,2,2,422,Regular
CUST_02462,90,1,367.2,4,2,3,423,Regular
CUST_02463,211,1,750.15,3,2,3,323,Regular
CUST_02464,222,1,1746.1,3,2,4,324,Regular
CUST_02465,136,1,259.37,3,2,2,322,Regular
CUST_02466,449,1,740.85,1,2,3,123,At Risk
CUST_02467,411,1,486.04,1,2,3,123,At Risk
CUST_02468,442,1,480.97,1,2,3,123,At Risk
CUST_02469,320,1,1394.94,2,2,4,224,Regular
CUST_02470,341,1,93.85,1,2,1,121,At Risk
CUST_02471,24,1,793.68,4,2,3,423,Regular
CUST_02472,375,1,9678.92,1,2,4,124,At Risk
CUST_02473,171,1,579.82,3,2,3,323,Regular
CUST_02474,79,1,11630.16,4,2,4,424,Regular
CUST_02475,140,1,601.84,3,2,3,323,Regular
CUST_02476,181,1,5391.900000000001,3,2,4,324,Regular
CUST_02477,235,1,343.67,2,2,3,223,Regular
CUST_02478,395,1,80.21,1,2,1,121,At Risk
CUST_02479,54,1,3113.29,4,2,4,424,Regular
CUST_02480,304,1,560.88,2,2,3,223,Regular
CUST_02481,330,1,151.48,2,2,2,222,Regular
CUST_02482,297,1,2184.3799999999997,2,2,4,224,Regular
CUST_02483,389,1,1046.93,1,2,4,124,At Risk
CUST_02484,427,1,692.02,1,2,3,123,At Risk
CUST_02485,329,1,146.4,2,2,2,222,Regular
CUST_02486,237,1,1290.72,2,2,4,224,Regular
CUST_02487,124,1,239.94,3,2,2,322,Regular
CUST_02488,45,1,237.02,4,2,2,422,Regular
CUST_02489,133,1,70.03,3,2,1,321,Regular
CUST_02490,217,1,137.71,3,2,2,322,Regular
CUST_02491,419,1,580.0,1,2,3,123,At Risk
CUST_02492,395,1,401.01,1,2,3,123,At Risk
CUST_02493,23,1,3037.8500000000004,4,2,4,424,Regular
CUST_02494,196,1,128.64,3,2,2,322,Regular
CUST_02495,146,1,55.48,3,2,1,321,Regular
CUST_02496,177,1,160.27,3,2,2,322,Regular
CUST_02497,443,1,91.69,1,2,1,121,At Risk
CUST_02498,128,1,217.83,3,2,2,322,Regular
CUST_02499,188,1,98.56,3,2,1,321,Regular
CUST_02500,157,1,382.35,3,2,3,323,Regular
CUST_02501,328,1,306.41,2,3,2,232,Regular
CUST_02502,84,1,497.34999999999997,4,3,3,433,Regular
CUST_02503,378,1,181.74,1,3,2,132,At Risk
CUST_02504,302,1,422.96000000000004,2,3,3,233,Regular
CUST_02505,232,1,10941.300000000001,2,3,4,234,Regular
CUST_02506,451,1,4214.74,1,3,4,134,At Risk
CUST_02507,137,1,53.39,3,3,1,331,Regular
CUST_02508,271,1,50.52,2,3,1,231,Regular
CUST_02509,328,1,72.22,2,3,1,231,Regular
CUST_02510,159,1,5718.139999999999,3,3,4,334,Regular
CUST_02511,238,1,1214.5900000000001,2,3,4,234,Regular
CUST_02512,356,1,1175.72,1,3,4,134,At Risk
CUST_02513,111,1,150.36,4,3,2,432,Regular
CUST_02514,109,1,850.44,4,3,3,433,Regular
CUST_02515,408,1,1404.36,1,3,4,134,At Risk
CUST_02516,183,1,13.45,3,3,1,331,Regular
CUST_02517,267,1,1125.32,2,3,4,234,Regular
CUST_02518,417,1,342.48,1,3,3,133,At Risk
CUST_02519,182,1,1064.08,3,3,4,334,Regular
CUST_02520,173,1,1011.5400000000001,3,3,4,334,Regular
CUST_02521,192,1,261.05,3,3,2,332,Regular
CUST_02522,49,1,564.42,4,3,3,433,Regular
CUST_02523,192,1,140.52,3,3,2,332,Regular
CUST_02524,168,1,298.09999999999997,3,3,2,332,Regular
CUST_02525,441,1,97.74,1,3,1,131,At Risk
CUST_02526,252,1,129.19,2,3,2,232,Regular
CUST_02527,4,1,28.08,4,3,1,431,Regular
CUST_02528,211,1,438.47,3,3,3,333,Regular
CUST_02529,429,1,225.64,1,3,2,132,At Risk
CUST_02530,126,1,2155.68,3,3,4,334,Regular
CUST_02531,253,1,1454.26,2,3,4,234,Regular
CUST_02532,260,1,574.05,2,3,3,233,Regular
CUST_02533,322,1,1258.33,2,3,4,234,Regular
CUST_02534,69,1,36.55,4,3,1,431,Regular
CUST_02535,443,1,370.25,1,3,3,133,At Risk
CUST_02536,269,1,1490.25,2,3,4,234,Regular
CUST_02537,48,1,211.19,4,3,2,432,Regular
CUST_02538,417,1,8890.0,1,3,4,134,At Risk
CUST_02539,275,1,450.64,2,3,3,233,Regular
CUST_02540,328,1,715.93,2,3,3,233,Regular
CUST_02541,76,1,3306.1800000000003,4,3,4,434,Regular
CUST_02542,115,1,988.51,3,3,4,334,Regular
CUST_02543,130,1,537.8100000000001,3,3,3,333,Regular
CUST_02544,398,1,198.71,1,3,2,132,At Risk
CUST_02545,56,1,2576.29,4,3,4,434,Regular
CUST_02546,154,1,4285.6,3,3,4,334,Regular
CUST_02547,75,1,426.1,4,3,3,433,Regular
CUST_02548,64,1,494.12,4,3,3,433,Regular
CUST_02549,281,1,1561.1999999999998,2,3,4,234,Regular
CUST_02550,383,1,3757.62,1,3,4,134,At Risk
CUST_02551,429,1,104.71,1,3,1,131,At Risk
CUST_02552,271,1,1356.89,2,3,4,234,Regular
CUST_02553,172,1,7242.7,3,3,4,334,Regular
CUST_02554,278,1,890.91,2,3,3,233,Regular
CUST_02555,35,1,80.76,4,3,1,431,Regular
CUST_02556,122,1,1282.92,3,3,4,334,Regular
CUST_02557,362,1,2585.38,1,3,4,134,At Risk
CUST_02558,26,1,265.38,4,3,2,432,Regular
CUST_02559,53,1,5375.16,4,3,4,434,Regular
CUST_02560,101,1,26.22,4,3,1,431,Regular
CUST_02561,214,1,108.96,3,3,1,331,Regular
CUST_02562,95,1,490.68,4,3,3,433,Regular
CUST_02563,206,1,704.13,3,3,3,333,Regular
CUST_02564,128,1,1461.34,3,3,4,334,Regular
CUST_02565,358,1,211.59,1,3,2,132,At Risk
CUST_02566,36,1,168.39,4,3,2,432,Regular
CUST_02567,382,1,130.35000000000002,1,3,2,132,At Risk
CUST_02568,419,1,167.43,1,3,2,132,At Risk
CUST_02569,85,1,43.76,4,3,1,431,Regular
CUST_02570,54,1,122.0,4,3,1,431,Regular
CUST_02571,217,1,91.4,3,3,1,331,Regular
CUST_02572,433,1,287.76,1,3,2,132,At Risk
CUST_02573,301,1,309.85,2,3,2,232,Regular
CUST_02574,348,1,114.3,1,3,1,131,At Risk
CUST_02575,429,1,88.79,1,3,1,131,At Risk
CUST_02576,46,1,66.39999999999999,4,3,1,431,Regular
CUST_02577,349,1,1617.37,1,3,4,134,At Risk
CUST_02578,430,1,1310.59,1,3,4,134,At Risk
CUST_02579,290,1,833.3499999999999,2,3,3,233,Regular
CUST_02580,293,1,4058.0,2,3,4,234,Regular
CUST_02581,188,1,380.24,3,3,3,333,Regular
CUST_02582,248,1,365.62,2,3,3,233,Regular
CUST_02583,34,1,71.37,4,3,1,431,Regular
CUST_02584,173,1,620.3,3,3,3,333,Regular
CUST_02585,209,1,1266.08,3,3,4,334,Regular
CUST_02586,322,1,412.63,2,3,3,233,Regular
CUST_02587,433,1,124.18,1,3,2,132,At Risk
CUST_02588,66,1,133.03,4,3,2,432,Regular
CUST_02589,120,1,645.21,3,3,3,333,Regular
CUST_02590,354,1,232.82999999999998,1,3,2,132,At Risk
CUST_02591,305,1,71.69,2,3,1,231,Regular
CUST_02592,269,1,35.15,2,3,1,231,Regular
CUST_02593,10,1,16.68,4,3,1,431,Regular
CUST_02594,52,1,351.67,4,3,3,433,Regular
CUST_02595,427,1,145.44,1,3,2,132,At Risk
CUST_02596,8,1,60.16,4,3,1,431,Regular
CUST_02597,116,1,118.48,3,3,1,331,Regular
CUST_02598,282,1,42.76,2,3,1,231,Regular
CUST_02599,312,1,1463.1,2,3,4,234,Regular
CUST_02600,388,1,543.09,1,3,3,133,At Risk
CUST_02601,42,1,517.23,4,3,3,433,Regular
CUST_02602,263,1,299.49,2,3,2,232,Regular
CUST_02603,228,1,324.69,2,3,2,232,Regular
CUST_02604,247,1,966.18,2,3,3,233,Regular
CUST_02605,71,1,702.06,4,3,3,433,Regular
CUST_02606,226,1,49.52,2,3,1,231,Regular
CUST_02607,254,1,113.47,2,3,1,231,Regular
CUST_02608,278,1,11244.84,2,3,4,234,Regular
CUST_02609,356,1,133.52,1,3,2,132,At Risk
CUST_02610,197,1,165.82,3,3,2,332,Regular
CUST_02611,97,1,982.58,4,3,4,434,Regular
CUST_02612,197,1,386.79,3,3,3,333,Regular
CUST_02613,263,1,414.95,2,3,3,233,Regular
CUST_02614,43,1,89.14000000000001,4,3,1,431,Regular
CUST_02615,186,1,100.48,3,3,1,331,Regular
CUST_02616,315,1,239.19,2,3,2,232,Regular
CUST_02617,41,1,581.88,4,3,3,433,Regular
CUST_02618,409,1,171.52999999999997,1,3,2,132,At Risk
CUST_02619,79,1,283.62,4,3,2,432,Regular
CUST_02620,234,1,1290.94,2,3,4,234,Regular
CUST_02621,411,1,1168.44,1,3,4,134,At Risk
CUST_02622,231,1,1312.2,2,3,4,234,Regular
CUST_02623,143,1,164.48,3,3,2,332,Regular
CUST_02624,30,1,1839.54,4,3,4,434,Regular
CUST_02625,359,1,394.4,1,3,3,133,At Risk
CUST_02626,172,1,94.59,3,3,1,331,Regular
CUST_02627,301,1,184.89000000000001,2,3,2,232,Regular
CUST_02628,287,1,4972.89,2,3,4,234,Regular
CUST_02629,399,1,723.65,1,3,3,133,At Risk
CUST_02630,411,1,226.83,1,3,2,132,At Risk
CUST_02631,284,1,103.76,2,3,1,231,Regular
CUST_02632,113,1,6839.84,3,3,4,334,Regular
CUST_02633,300,1,60.00999999999999,2,3,1,231,Regular
CUST_02634,295,1,31.06,2,3,1,231,Regular
CUST_02635,223,1,434.34000000000003,3,3,3,333,Regular
CUST_02636,143,1,1362.48,3,3,4,334,Regular
CUST_02637,84,1,4715.42,4,3,4,434,Regular
CUST_02638,233,1,133.71,2,3,2,232,Regular
CUST_02639,366,1,657.24,1,3,3,133,At Risk
CUST_02640,98,1,5881.96,4,3,4,434,Regular
CUST_02641,224,1,359.4,2,3,3,233,Regular
CUST_02642,272,1,121.68,2,3,1,231,Regular
CUST_02643,223,1,117.6,3,3,1,331,Regular
CUST_02644,430,1,932.99,1,3,3,133,At Risk
CUST_02645,79,1,239.16,4,3,2,432,Regular
CUST_02646,6,1,119.28,4,3,1,431,Regular
CUST_02647,271,1,1544.5,2,3,4,234,Regular
CUST_02648,137,1,1636.3,3,3,4,334,Regular
CUST_02649,229,1,1774.77,2,3,4,234,Regular
CUST_02650,311,1,1049.07,2,3,4,234,Regular
CUST_02651,124,1,27.96,3,3,1,331,Regular
CUST_02652,46,1,1143.35,4,3,4,434,Regular
CUST_02653,422,1,238.51,1,3,2,132,At Risk
CUST_02654,413,1,8352.75,1,3,4,134,At Risk
CUST_02655,108,1,6369.33,4,3,4,434,Regular
CUST_02656,125,1,668.0,3,3,3,333,Regular
CUST_02657,244,1,149.8,2,3,2,232,Regular
CUST_02658,265,1,3075.78,2,3,4,234,Regular
CUST_02659,189,1,34.44,3,3,1,331,Regular
CUST_02660,41,1,13.17,4,3,1,431,Regular
CUST_02661,68,1,3258.1,4,3,4,434,Regular
CUST_02662,104,1,2783.61,4,3,4,434,Regular
CUST_02663,370,1,1909.08,1,3,4,134,At Risk
CUST_02664,436,1,479.25,1,3,3,133,At Risk
CUST_02665,378,1,93.44,1,3,1,131,At Risk
CUST_02666,17,1,2580.04,4,3,4,434,Regular
CUST_02667,140,1,637.3800000000001,3,3,3,333,Regular
CUST_02668,104,1,322.84,4,3,2,432,Regular
CUST_02669,51,1,4735.17,4,3,4,434,Regular
CUST_02670,227,1,629.2,2,3,3,233,Regular
CUST_02671,434,1,47.580000000000005,1,3,1,131,At Risk
CUST_02672,387,1,1591.68,1,3,4,134,At Risk
CUST_02673,417,1,158.6,1,3,2,132,At Risk
CUST_02674,331,1,43.25,2,3,1,231,Regular
CUST_02675,53,1,4833.22,4,3,4,434,Regular
CUST_02676,121,1,2259.88,3,3,4,334,Regular
CUST_02677,264,1,30.92,2,3,1,231,Regular
CUST_02678,266,1,134.74,2,3,2,232,Regular
CUST_02679,255,1,2403.18,2,3,4,234,Regular
CUST_02680,161,1,55.2,3,3,1,331,Regular
CUST_02681,435,1,573.36,1,3,3,133,At Risk
CUST_02682,142,1,1028.81,3,3,4,334,Regular
CUST_02683,373,1,1008.72,1,3,4,134,At Risk
CUST_02684,104,1,2908.24,4,3,4,434,Regular
CUST_02685,221,1,103.39999999999999,3,3,1,331,Regular
CUST_02686,262,1,524.37,2,3,3,233,Regular
CUST_02687,261,1,108.07,2,3,1,231,Regular
CUST_02688,224,1,755.1399999999999,2,3,3,233,Regular
CUST_02689,61,1,662.36,4,3,3,433,Regular
CUST_02690,412,1,4071.8900000000003,1,3,4,134,At Risk
CUST_02691,158,1,586.04,3,3,3,333,Regular
CUST_02692,381,1,82.79,1,3,1,131,At Risk
CUST_02693,180,1,64.33,3,3,1,331,Regular
CUST_02694,264,1,923.5,2,3,3,233,Regular
CUST_02695,248,1,198.19,2,3,2,232,Regular
CUST_02696,291,1,516.4,2,3,3,233,Regular
CUST_02697,119,1,927.96,3,3,3,333,Regular
CUST_02698,309,1,133.74,2,3,2,232,Regular
CUST_02699,324,1,429.99,2,3,3,233,Regular
CUST_02700,393,1,97.71,1,3,1,131,At Risk
CUST_02701,438,1,81.79,1,3,1,131,At Risk
CUST_02702,75,1,875.03,4,3,3,433,Regular
CUST_02703,356,1,1546.6,1,3,4,134,At Risk
CUST_02704,196,1,961.91,3,3,3,333,Regular
CUST_02705,186,1,191.22,3,3,2,332,Regular
CUST_02706,253,1,133.49,2,3,2,232,Regular
CUST_02707,164,1,4051.16,3,3,4,334,Regular
CUST_02708,391,1,70.7,1,3,1,131,At Risk
CUST_02709,317,1,229.32,2,3,2,232,Regular
CUST_02710,55,1,109.87,4,3,1,431,Regular
CUST_02711,318,1,2297.4700000000003,2,3,4,234,Regular
CUST_02712,91,1,263.47,4,3,2,432,Regular
CUST_02713,223,1,19.69,3,3,1,331,Regular
CUST_02714,342,1,326.8,1,3,2,132,At Risk
CUST_02715,138,1,569.5,3,3,3,333,Regular
CUST_02716,305,1,447.84,2,3,3,233,Regular
CUST_02717,96,1,571.4499999999999,4,3,3,433,Regular
CUST_02718,200,1,99.66,3,3,1,331,Regular
CUST_02719,349,1,788.8499999999999,1,3,3,133,At Risk
CUST_02720,389,1,164.4,1,3,2,132,At Risk
CUST_02721,382,1,306.93,1,3,2,132,At Risk
CUST_02722,15,1,613.5,4,3,3,433,Regular
CUST_02723,414,1,62.17,1,3,1,131,At Risk
CUST_02724,220,1,6031.04,3,3,4,334,Regular
CUST_02725,363,1,177.0,1,3,2,132,At Risk
CUST_02726,86,1,123.42,4,3,2,432,Regular
CUST_02727,224,1,283.34,2,3,2,232,Regular
CUST_02728,407,1,48.01,1,3,1,131,At Risk
CUST_02729,37,1,6687.15,4,3,4,434,Regular
CUST_02730,102,1,375.22,4,3,3,433,Regular
CUST_02731,19,1,2209.35,4,3,4,434,Regular
CUST_02732,288,1,1635.72,2,3,4,234,Regular
CUST_02733,110,1,497.55000000000007,4,3,3,433,Regular
CUST_02734,274,1,47.0,2,3,1,231,Regular
CUST_02735,88,1,480.38,4,3,3,433,Regular
CUST_02736,418,1,383.54999999999995,1,3,3,133,At Risk
CUST_02737,170,1,277.46999999999997,3,3,2,332,Regular
CUST_02738,174,1,2013.84,3,3,4,334,Regular
CUST_02739,303,1,425.09999999999997,2,3,3,233,Regular
CUST_02740,298,1,209.93,2,3,2,232,Regular
CUST_02741,16,1,86.01,4,3,1,431,Regular
CUST_02742,371,1,143.66,1,3,2,132,At Risk
CUST_02743,87,1,450.63,4,3,3,433,Regular
CUST_02744,88,1,20.23,4,3,1,431,Regular
CUST_02745,93,1,711.83,4,3,3,433,Regular
CUST_02746,125,1,64.25,3,3,1,331,Regular
CUST_02747,362,1,452.24,1,3,3,133,At Risk
CUST_02748,45,1,688.58,4,3,3,433,Regular
CUST_02749,266,1,121.68,2,3,1,231,Regular
CUST_02750,191,1,683.75,3,3,3,333,Regular
CUST_02751,337,1,372.2,1,3,3,133,At Risk
CUST_02752,389,1,1559.1999999999998,1,3,4,134,At Risk
CUST_02753,349,1,4687.08,1,3,4,134,At Risk
CUST_02754,46,1,275.37,4,3,2,432,Regular
CUST_02755,380,1,63.28,1,3,1,131,At Risk
CUST_02756,330,1,642.42,2,3,3,233,Regular
CUST_02757,47,1,459.75,4,3,3,433,Regular
CUST_02758,199,1,1047.68,3,3,4,334,Regular
CUST_02759,438,1,641.9599999999999,1,3,3,133,At Risk
CUST_02760,267,1,1758.52,2,3,4,234,Regular
CUST_02761,168,1,1199.06,3,3,4,334,Regular
CUST_02762,158,1,83.82,3,3,1,331,Regular
CUST_02763,263,1,9366.16,2,3,4,234,Regular
CUST_02764,212,1,236.76000000000002,3,3,2,332,Regular
CUST_02765,40,1,4832.6,4,3,4,434,Regular
CUST_02766,169,1,95.58,3,3,1,331,Regular
CUST_02767,385,1,878.7,1,3,3,133,At Risk
CUST_02768,138,1,303.4,3,3,2,332,Regular
CUST_02769,407,1,909.7199999999999,1,3,3,133,At Risk
CUST_02770,418,1,270.4,1,3,2,132,At Risk
CUST_02771,293,1,836.34,2,3,3,233,Regular
CUST_02772,248,1,575.7299999999999,2,3,3,233,Regular
CUST_02773,84,1,710.58,4,3,3,433,Regular
CUST_02774,83,1,1498.88,4,3,4,434,Regular
CUST_02775,206,1,117.34,3,3,1,331,Regular
CUST_02776,182,1,26.09,3,3,1,331,Regular
CUST_02777,241,1,230.4,2,3,2,232,Regular
CUST_02778,58,1,23.05,4,3,1,431,Regular
CUST_02779,242,1,476.24,2,3,3,233,Regular
CUST_02780,30,1,26.2,4,3,1,431,Regular
CUST_02781,157,1,2698.7299999999996,3,3,4,334,Regular
CUST_02782,414,1,211.29,1,3,2,132,At Risk
CUST_02783,387,1,578.85,1,3,3,133,At Risk
CUST_02784,289,1,2162.24,2,3,4,234,Regular
CUST_02785,123,1,46.56,3,3,1,331,Regular
CUST_02786,414,1,623.88,1,3,3,133,At Risk
CUST_02787,221,1,22.31,3,3,1,331,Regular
CUST_02788,213,1,520.13,3,3,3,333,Regular
CUST_02789,103,1,899.73,4,3,3,433,Regular
CUST_02790,187,1,15.65,3,3,1,331,Regular
CUST_02791,275,1,1058.3,2,3,4,234,Regular
CUST_02792,386,1,1388.1,1,3,4,134,At Risk
CUST_02793,2,1,603.6,4,3,3,433,Regular
CUST_02794,27,1,116.7,4,3,1,431,Regular
CUST_02795,52,1,31.33,4,3,1,431,Regular
CUST_02796,169,1,851.8900000000001,3,3,3,333,Regular
CUST_02797,124,1,125.74000000000001,3,3,2,332,Regular
CUST_02798,151,1,76.0,3,3,1,331,Regular
CUST_02799,358,1,414.4,1,3,3,133,At Risk
CUST_02800,58,1,2986.11,4,3,4,434,Regular
CUST_02801,385,1,191.06,1,3,2,132,At Risk
CUST_02802,230,1,173.72,2,3,2,232,Regular
CUST_02803,194,1,52.47,3,3,1,331,Regular
CUST_02804,7,1,341.82,4,3,3,433,Regular
CUST_02805,423,1,457.92,1,3,3,133,At Risk
CUST_02806,26,1,1783.41,4,3,4,434,Regular
CUST_02807,388,1,339.92,1,3,3,133,At Risk
CUST_02808,186,1,272.93999999999994,3,3,2,332,Regular
CUST_02809,373,1,252.48,1,3,2,132,At Risk
CUST_02810,296,1,5047.049999999999,2,3,4,234,Regular
CUST_02811,367,1,288.99,1,3,2,132,At Risk
CUST_02812,369,1,612.24,1,3,3,133,At Risk
CUST_02813,286,1,85.92,2,3,1,231,Regular
CUST_02814,88,1,348.88,4,3,3,433,Regular
CUST_02815,336,1,59.9,1,3,1,131,At Risk
CUST_02816,274,1,322.86,2,3,2,232,Regular
CUST_02817,186,1,6686.43,3,3,4,334,Regular
CUST_02818,306,1,2864.8,2,3,4,234,Regular
CUST_02819,18,1,1769.28,4,3,4,434,Regular
CUST_02820,411,1,286.33,1,3,2,132,At Risk
CUST_02821,323,1,309.5,2,3,2,232,Regular
CUST_02822,351,1,554.52,1,3,3,133,At Risk
CUST_02823,126,1,705.55,3,3,3,333,Regular
CUST_02824,169,1,5085.93,3,3,4,334,Regular
CUST_02825,311,1,66.62,2,3,1,231,Regular
CUST_02826,387,1,1275.2700000000002,1,3,4,134,At Risk
CUST_02827,131,1,24.78,3,3,1,331,Regular
CUST_02828,296,1,254.43,2,3,2,232,Regular
CUST_02829,137,1,2702.4399999999996,3,3,4,334,Regular
CUST_02830,178,1,303.26,3,3,2,332,Regular
CUST_02831,404,1,712.69,1,3,3,133,At Risk
CUST_02832,194,1,61.78,3,3,1,331,Regular
CUST_02833,123,1,101.92999999999999,3,3,1,331,Regular
CUST_02834,365,1,117.5,1,3,1,131,At Risk
CUST_02835,148,1,225.68,3,3,2,332,Regular
CUST_02836,154,1,83.4,3,3,1,331,Regular
CUST_02837,373,1,342.07,1,3,3,133,At Risk
CUST_02838,364,1,84.64,1,3,1,131,At Risk
CUST_02839,114,1,3739.37,3,3,4,334,Regular
CUST_02840,132,1,1457.8,3,3,4,334,Regular
CUST_02841,83,1,1169.06,4,3,4,434,Regular
CUST_02842,142,1,192.44,3,3,2,332,Regular
CUST_02843,279,1,32.82,2,3,1,231,Regular
CUST_02844,20,1,643.68,4,3,3,433,Regular
CUST_02845,163,1,3310.18,3,3,4,334,Regular
CUST_02846,430,1,244.72,1,3,2,132,At Risk
CUST_02847,29,1,139.78,4,3,2,432,Regular
CUST_02848,9,1,2726.74,4,3,4,434,Regular
CUST_02849,437,1,355.95000000000005,1,3,3,133,At Risk
CUST_02850,410,1,37.55,1,3,1,131,At Risk
CUST_02851,428,1,173.76,1,3,2,132,At Risk
CUST_02852,123,1,947.58,3,3,3,333,Regular
CUST_02853,57,1,391.24,4,3,3,433,Regular
CUST_02854,156,1,955.11,3,3,3,333,Regular
CUST_02855,316,1,136.9,2,3,2,232,Regular
CUST_02856,118,1,21.02,3,3,1,331,Regular
CUST_02857,344,1,248.84,1,3,2,132,At Risk
CUST_02858,59,1,63.16,4,3,1,431,Regular
CUST_02859,159,1,425.45000000000005,3,3,3,333,Regular
CUST_02860,238,1,181.48,2,3,2,232,Regular
CUST_02861,135,1,673.9499999999999,3,3,3,333,Regular
CUST_02862,124,1,3901.75,3,3,4,334,Regular
CUST_02863,436,1,591.41,1,3,3,133,At Risk
CUST_02864,197,1,1498.3500000000001,3,3,4,334,Regular
CUST_02865,130,1,199.34,3,3,2,332,Regular
CUST_02866,172,1,263.72,3,3,2,332,Regular
CUST_02867,303,1,101.35,2,3,1,231,Regular
CUST_02868,123,1,80.69,3,3,1,331,Regular
CUST_02869,297,1,265.75,2,3,2,232,Regular
CUST_02870,204,1,27.95,3,3,1,331,Regular
CUST_02871,326,1,2796.8199999999997,2,3,4,234,Regular
CUST_02872,39,1,69.33,4,3,1,431,Regular
CUST_02873,38,1,982.4199999999998,4,3,4,434,Regular
CUST_02874,101,1,372.7,4,3,3,433,Regular
CUST_02875,244,1,121.45,2,3,1,231,Regular
CUST_02876,299,1,385.52,2,3,3,233,Regular
CUST_02877,219,1,379.52,3,3,3,333,Regular
CUST_02878,414,1,464.05,1,3,3,133,At Risk
CUST_02879,99,1,528.64,4,3,3,433,Regular
CUST_02880,421,1,307.45,1,3,2,132,At Risk
CUST_02881,371,1,156.96,1,3,2,132,At Risk
CUST_02882,226,1,410.73,2,3,3,233,Regular
CUST_02883,239,1,5784.24,2,3,4,234,Regular
CUST_02884,204,1,483.72,3,3,3,333,Regular
CUST_02885,214,1,1043.81,3,3,4,334,Regular
CUST_02886,347,1,11.23,1,3,1,131,At Risk
CUST_02887,277,1,29.61,2,3,1,231,Regular
CUST_02888,141,1,921.43,3,3,3,333,Regular
CUST_02889,378,1,40.18,1,3,1,131,At Risk
CUST_02890,291,1,1297.64,2,3,4,234,Regular
CUST_02891,10,1,901.35,4,3,3,433,Regular
CUST_02892,84,1,993.08,4,3,4,434,Regular
CUST_02893,288,1,166.96,2,3,2,232,Regular
CUST_02894,76,1,1259.0800000000002,4,3,4,434,Regular
CUST_02895,11,1,965.3700000000001,4,3,3,433,Regular
CUST_02896,275,1,810.54,2,3,3,233,Regular
CUST_02897,247,1,105.9,2,3,1,231,Regular
CUST_02898,385,1,3820.2300000000005,1,3,4,134,At Risk
CUST_02899,62,1,763.5500000000001,4,3,3,433,Regular
CUST_02900,262,1,448.06,2,3,3,233,Regular
